 ,OBJECTID,Verified_B,Latitude,Longitude,CLASS_OB_1,ACRES_1,SITENAME_1,COUNTY,DESIG,REGION,TRAIL,NATURALAREA,HUNTING,FISHING,PICNIC,WATERREC,Playgrounds,Sports Facilities,ADA Compliant,Waste Receptacles,Restroom Facilities,No Fee/Reservation Required,TOT SCORE,COMMENTS
yes,1127,Jewel Aleshire,39.7008038046,-76.9205692847,Natural Area 297,32.18000031,Mountain View Bible Camp,Carroll,COUNTY,CENTRAL,0,1,0,0,1,0,0,0,1,0,0,1,4,Empty Field
yes,1129,Jewel Aleshire,39.3800393598,-77.1490418326,Natural Area 253,7.21999979,Mt. Airy Elementary School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,1,1,1,1,1,,7, 
yes,1130,Jewel Aleshire,39.3805429990,-77.1468382552,Natural Area 252,14.64999962,Mt. Airy Middle School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,,6,Located next to Mt. Airy Elementary
yes,1131,Jewel Aleshire,39.3702371483,-77.1347383464,Natural Area 325,2.019999981,Mt. Airy Rails to Trails Trail,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,0,0,1,3,Forest
yes,1206,Jewel Aleshire,39.3709866867,-77.1538284295,Natural Area 323,2.299999952,Wildwood Park,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,1,0,1,1,1,1,7, 
yes,1226,Jewel Aleshire,39.4530685919,-77.0541431658,Natural Area 270,15.55000019,Winfield Elementary School,Carroll,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,1,1,1,,7, 
yes,1230,Jewel Aleshire,39.5719819123,-76.9773743056,Natural Area 244,39.72999954,Winters Mill High School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,,6, 
yes,1275,Samuel Bara-Garcia,39.3781850894,-77.1473175896,Natural Area 251,23.37999916,Parr's Ridge Elementary School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,1,1,1,1,1,,7, 
yes,1306,Samuel Bara-Garcia,39.6694783362,-76.8844834741,Natural Area 317,66.68000031,Pine Valley Park,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,,0,0,1,4,Nature trail
yes,1311,Samuel Bara-Garcia,39.5801029705,-76.8392343398,Natural Area 301,3.869999886,Piney Branch Golf and Country Club,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,1,1,1,1,0,7, 
yes,1316,Samuel Bara-Garcia,39.4012479084,-76.9607971725,Natural Area 272,13.11999989,Piney Ridge Elementary School,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,1,1,1,,6, 
yes,1317,Samuel Bara-Garcia,39.3954144915,-76.9849150859,Fishing 94,831.2299805,Piney Run Park,Carroll,COUNTY,CENTRAL,1,1,1,1,1,0,1,1,,1,1,1,10, 
yes,1386,Samuel Bara-Garcia,39.3632658397,-77.0263084736,Natural Area 302,140.9700012,Rambling Pines Campground,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,,1,,0,4, 
yes,1409,Samuel Bara-Garcia,39.5203844048,-76.8805516979,Natural Area 303,178,River Downs Golf Club,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,1,1,1,1,0,7, 
yes,1411,Samuel Bara-Garcia,39.6975820308,-76.8089474352,Natural Area 304,169.2599945,River Valley Ranch,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,0,0,0,,3, 
yes,1423,Samuel Bara-Garcia,39.4875729482,-76.8806041379,Natural Area 305,11.30000019,Roaring Run Park,Carroll,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,1,1,0,1,7, 
yes,1426,Samuel Bara-Garcia,39.6534062030,-77.1568780601,Picnic 250,25.71999931,Roberts Mill Park,Carroll,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,1,1,0,1,6, 
yes,1455,Samuel Bara-Garcia,39.6540327684,-77.1635493672,Picnic 251,1.519999981,Roth Avenue Park,Carroll,COUNTY,CENTRAL,0,0,0,0,1,0,1,0,1,1,0,1,5, 
yes,1460,Samuel Bara-Garcia,39.6282236186,-77.1016791671,Natural Area 260,31.98999977,Runnymede Elementary School,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,1,1,1,1,7, 
yes,1469,Samuel Bara-Garcia,39.3908586670,-77.0828487814,Natural Area 236,114.7099991,Salt Box Park,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,1,0,0,1,5, 
yes,1473,Samuel Bara-Garcia,39.5218902718,-76.9185931006,Natural Area 271,8.029999733,Sandymount Elementary School,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,1,1,9, 
yes,1474,Samuel Bara-Garcia,39.5202900467,-76.9162299129,Natural Area 237,22.12999916,Sandymount Park,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,1,1,9, 
yes,1499,Samuel Bara-Garcia,39.5485377426,-77.1124576655,Natural Area 254,33.40999985,New Windsor Middle School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,1,7, 
yes,1512,Samuel Bara-Garcia,39.6421292586,-76.8694787733,Fishing 93,4.849999905,North Carroll Community Pond,Carroll,COUNTY,CENTRAL,0,1,0,1,1,0,0,0,,0,0,1,4,Boardwalk into lake
yes,1513,Samuel Bara-Garcia,39.6257579636,-76.8485907282,Natural Area 298,3.150000095,North Carroll Farms,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,0,0,1,2,Someone's backyard
yes,1514,Samuel Bara-Garcia,39.6200256616,-76.8553606095,Natural Area 299,9.199999809,North Carroll Farms Park,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,0,1,1,0,1,5,Next to bowling center
yes,1515,Samuel Bara-Garcia,39.6089831144,-76.8623745523,Natural Area 243,56.22999954,North Carroll High School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,1,7, 
yes,1516,Samuel Bara-Garcia,39.6422730664,-76.8664069655,Natural Area 255,27.73999977,North Carroll Middle School,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,1,1,1,1,6,Murphy's Run
yes,1657,Jan-Michael Archer,39.5754774907,-77.0157440620,Trail 216,0.8000000119,Wakefield Valley Community Trail,Carroll,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,1,0,0,1,3,Trail behind houses
yes,1672,Jan-Michael Archer,39.5686845441,-77.0235468334,Trail 215,1.629999995,Tahoma Farm Boulder Park,Carroll,COUNTY,CENTRAL,1,0,0,0,0,0,0,1,1,0,0,1,4, 
yes,1682,Jan-Michael Archer,39.6005582407,-76.8425153440,Natural Area 315,2.460000038,Sugar Maple Park,Carroll,COUNTY,CENTRAL,0,1,0,0,1,0,0,1,1,0,0,1,5,Half a basketball court
yes,1705,Jan-Michael Archer,39.6684637499,-77.0192075079,Fishing 102,5.460000038,Union Mills Lions Club Park,Carroll,COUNTY,CENTRAL,1,0,0,1,1,0,0,0,1,1,1,1,7, 
yes,1709,Jan-Michael Archer,39.5729175275,-76.9917360334,Picnic 256,5.539999962,Westminster City Playground,Carroll,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,1,1,0,1,6,Picnic=3
yes,1720,Jan-Michael Archer,39.5662772321,-77.1692536376,Picnic 253,8.729999542,Union Bridge Community Center Park,Carroll,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,1,1,1,,7,Picnic=2
yes,1728,Jan-Michael Archer,39.6523565829,-77.1708609456,Natural Area 269,10.36999989,Taneytown Elementary School,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,1,1,1,,6, 
yes,1749,Jan-Michael Archer,39.5521201204,-77.1326948408,Natural Area 284,13.81000042,Carroll County Bird Sanctuary,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,0,0,,2,Forest
yes,1771,Jan-Michael Archer,39.3733127301,-76.9651445995,Natural Area 250,19.39999962,Sykesville Middle School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,,6, 
yes,1772,Jan-Michael Archer,39.5791176155,-77.0256876864,Natural Area 262,19.42000008,Westminster Elementary School,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,1,1,1,,6, 
yes,1777,Jan-Michael Archer,39.5930300117,-76.8409107515,Natural Area 275,19.96999931,Spring Garden Elementary School,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,1,1,1,,6, 
yes,1782,Jan-Michael Archer,39.3771720020,-77.1453875892,Natural Area 322,20.96999931,Watkins Park,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,0,1,8, 
yes,1787,Jan-Michael Archer,39.5826287176,-76.9947613477,Picnic 214,22.96999931,Westminster West Middle School,Carroll,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,1,1,1,1,6, 
yes,1791,Jan-Michael Archer,39.4311637944,-76.9998447656,Fishing 98,25.03000069,Carroll County Gun Club,Carroll,COUNTY,CENTRAL,1,1,1,1,1,0,0,1,,1,1,0,8, 
yes,1793,Jan-Michael Archer,39.3820559596,-77.0864969421,Natural Area 220,26.48999977,Carroll County Equestrian Center,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,0,1,0,0,4,Horse Riding
yes,1795,Jan-Michael Archer,39.3855798146,-77.1519389182,Natural Area 324,27,Summit Ridge Park,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,1,0,0,1,4,Baseball Field
yes,1801,Jan-Michael Archer,39.4440274994,-77.0416829260,Natural Area 247,30.13999939,South Carroll High School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,1,7, 
yes,1802,Jan-Michael Archer,39.4517345538,-77.0625689376,Natural Area 306,30.45999908,South Carroll Swim Club,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,1,0,8,Swimming Pool
yes,1803,Jan-Michael Archer,39.4083853095,-77.0300563943,Natural Area 283,30.51000023,Camp Farthest Out,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,,,,0,,2,Can't tell what this is
yes,1805,Jan-Michael Archer,39.6069323244,-77.0575667065,Natural Area 308,30.93000031,Westminster Island Green Driving Range,Carroll,COUNTY,CENTRAL,0,1,0,0,1,0,0,1,1,1,1,0,6,Minigolf
yes,1806,Jan-Michael Archer,39.5916997137,-76.9962840657,Fishing 96,31.40999985,Westminster Community Pond,Carroll,COUNTY,CENTRAL,1,1,1,1,1,0,1,1,1,1,1,1,11, 
yes,1808,Jan-Michael Archer,39.6620176932,-77.1836663888,Picnic 252,35.20999908,Taneytown Memorial Park,Carroll,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,1,1,1,1,6,Baseball Field
yes,1810,Jan-Michael Archer,39.6679220587,-77.0161479367,Natural Area 307,38.27000046,Union Mills Homestead,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,0,0,0,0,3,Open grassland
yes,1821,Jan-Michael Archer,39.6445365455,-76.8794022143,Natural Area 219,57.50999832,Cape Horn Park,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,,1,8, 
yes,1829,Jan-Michael Archer,39.5306051514,-76.9912480174,Natural Area 286,69.31999969,Carroll Community College,Carroll,COUNTY,CENTRAL,0,1,0,0,1,0,0,1,1,1,1,0,6, 
yes,1830,Jan-Michael Archer,39.5409310694,-76.9911501363,Natural Area 241,70.19000244,Westminster High School,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,1,1,1,1,7, 
yes,1832,Jan-Michael Archer,39.5588094941,-76.9965949516,Fishing 91,77.83999634,Carroll County Farm Museum,Carroll,COUNTY,CENTRAL,1,1,0,1,1,0,0,0,1,1,1,0,7, 
yes,1833,Jan-Michael Archer,39.6399543227,-77.0018764054,Natural Area 240,84.83999634,Carroll County Sports Complex,Carroll,COUNTY,CENTRAL,1,1,0,0,1,0,0,1,1,1,0,1,7, 
yes,1838,Jan-Michael Archer,39.3854554267,-77.1117086426,Natural Area 309,123.3099976,Watersville Road Park,Carroll,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1,Forest
yes,1850,Jan-Michael Archer,39.5700117190,-77.0332765800,Natural Area 330,241.0200043,Wakefield Valley Golf Course,Carroll,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,,1,1,0,5, 
yes,1863,Jan-Michael Archer,39.6565989922,-76.9955953512,Fishing 95,1131.209961,Union Mills Reservoir,Carroll,COUNTY,CENTRAL,1,1,1,1,0,0,0,0,0,0,0,1,5,Open grassland
yes,308,Menna Kassa,39.4303835895,-75.7952096008,Natural Area 1144,1004,OLD BOHEMIA WMA,Cecil,WMA,CENTRAL,0,1,1,0,0,0,0,0,,0,0,0,2,Permits required for hunting as well as a daily reservation
yes,589,Coline Bodenreider,39.4495197203,-75.9155851739,Natural Area 1159,190,EARLEVILLE WMA,Cecil,WMA,CENTRAL,0,1,1,0,0,0,0,0,1,0,0,0,3,Reservation required during certain seasons
yes,620,Coline Bodenreider,39.4810359324,-75.9846363540,Fishing 322,2191,ELK NECK SP,Cecil,SP,CENTRAL,1,1,1,1,1,1,1,1,,1,1,,10, 
yes,624,Coline Bodenreider,39.5793443417,-75.9039369438,Hunting 137,3706,ELK NECK SF,Cecil,SF,CENTRAL,1,1,1,0,0,0,0,0,1,1,1,,6,Shooting ranges and the restrooms are handicap accessible
yes,627,Coline Bodenreider,39.7011713547,-75.8375799058,Fishing 356,5642,FAIR HILL NRMA,Cecil,NRMA,CENTRAL,1,1,1,1,1,1,0,0,,1,1,0,8,Equestrain facilities offered
yes,907,Jameela Rogers,39.3970346075,-76.0027188460,Natural Area 1150,745,GROVE FARM WMA,Cecil,WMA,CENTRAL,1,1,1,0,0,0,0,0,,0,0,,3, 
yes,1325,Samuel Bara-Garcia,39.6595964009,-75.8988335172,Natural Area 1125,10,PLEASANT HILL FT,Cecil,FT,CENTRAL,0,1,0,0,0,0,,,,,,,1,REMOVED.  Unimproved Property
yes,1406,Samuel Bara-Garcia,39.6973675880,-76.0731777167,Fishing 383,3,RISING SUN POND FMA,Cecil,FMA,CENTRAL,0,1,0,1,0,1,0,0,,0,0,,3, 
yes,67,Menna Kassa,39.6616009332,-76.1468309125,Fishing 244,0.06382609904,Basin Run Rd Fishing Spot,Cecil,COUNTY,CENTRAL,0,0,0,1,0,0,,,,,,,1,DIFFERENT ACREAGES
yes,113,Menna Kassa,39.5222232352,-75.8197089715,Picnic 631,3.431299925,Baseball fields,Cecil,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,,0,0,,2, 
yes,135,Menna Kassa,39.5759093111,-75.9702173671,Water Recreation 354,5.208499908,Avalon Park,Cecil,COUNTY,CENTRAL,1,0,0,0,0,1,0,0,,0,0,,2, 
yes,169,Menna Kassa,39.5818491994,-75.8561343872,Water Recreation 344,11.45540047,Brownies Shore,Cecil,COUNTY,CENTRAL,0,0,0,0,0,1,0,0,,0,0,,1, 
yes,198,Menna Kassa,39.6511643087,-76.0009400363,Picnic 629,18.81200027,Bard Cameron Sports Complex,Cecil,COUNTY,CENTRAL,1,0,0,0,1,0,0,1,,1,1,0,5, 
yes,372,Coline Bodenreider,39.5718251309,-75.9722343528,Water Recreation 343,0.105,Charlestown Park,Cecil,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,,6, 
yes,373,Coline Bodenreider,39.5719422967,-75.9721612445,Water Recreation 342,0.164,Charlestown Park,Cecil,COUNTY,CENTRAL,0,0,0,0,0,1,,,,,,,1, 
yes,374,Coline Bodenreider,39.6014237095,-76.1128002449,Picnic 647,0.186,Deed prohibits development,Cecil,COUNTY,CENTRAL,0,0,0,0,0,1,0,0,,0,0,,1, 
yes,381,Coline Bodenreider,39.6090717741,-75.8211681186,Trail 745,0.339,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,,6, 
yes,410,Coline Bodenreider,39.6993071838,-76.0557724036,Picnic 648,1.911,Diddie Richardson Park,Cecil,COUNTY,CENTRAL,0,0,0,0,1,0,1,0,,0,0,,2, 
yes,448,Coline Bodenreider,39.5755251606,-75.9788193958,Picnic 638,4.75,Charlestown Athletic Complex,Cecil,COUNTY,CENTRAL,0,0,0,0,0,0,0,1,,0,0,,1, 
yes,455,Coline Bodenreider,39.6102640607,-75.8201196877,Trail 743,5.145,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1, 
yes,466,Coline Bodenreider,39.6073410448,-75.8241917596,Trail 736,6.45,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1, 
yes,471,Coline Bodenreider,39.5236022223,-75.8204501927,Picnic 630,7.403,Chesapeake City Park,Cecil,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,1,1,,5, 
yes,475,Coline Bodenreider,39.6093159560,-75.8158084943,Trail 739,8.004,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1, 
yes,480,Coline Bodenreider,39.6050551039,-75.8277954610,Trail 737,8.539,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1, 
yes,558,Coline Bodenreider,39.6564609498,-76.1564086446,Natural Area 790,51,Conowingo Park,Cecil,COUNTY,CENTRAL,1,1,0,0,1,1,1,1,,1,1,,8, 
yes,559,Coline Bodenreider,39.5801939526,-75.8530768167,Water Recreation 352,54.98,Elk River Park,Cecil,COUNTY,CENTRAL,0,0,0,0,0,1,1,0,,1,1,0,4, 
yes,576,Coline Bodenreider,39.6084713602,-75.8126041982,Trail 738,111.1,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1, 
yes,583,Coline Bodenreider,39.6058383514,-75.8224457990,Trail 744,138.5,Eder & Meadow Parks,Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1, 
yes,587,Coline Bodenreider,39.5536300298,-75.8205208725,Natural Area 781,166.6,Chesland Park,Cecil,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,,1,1,,7, 
yes,724,Jameela Rogers,39.6023445953,-75.9437036143,Fishing 246,2.599999905,Herring Snatchers Park,Cecil,COUNTY,CENTRAL,1,0,0,1,0,1,0,0,,0,0,,3, 
yes,761,Jameela Rogers,39.6012464237,-75.8480407255,Natural Area 784,7.21281004,Hollingsworth Park,Cecil,COUNTY,CENTRAL,1,1,0,0,0,0,1,0,,0,0,,3, 
yes,968,Jewel Aleshire,39.6804193417,-75.8722775394,Natural Area 780,1.049900055,Little Elk Creek Site,Cecil,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,0,0,,1, 
yes,1001,Jewel Aleshire,39.5584272234,-76.0779365940,Picnic 641,0.3700000048,Lower Ferry Park,Cecil,COUNTY,CENTRAL,0,0,0,0,1,0,0,0,,1,1,,3, 
yes,1027,Jewel Aleshire,39.6047810027,-75.8327749146,Fishing 241,3.08784008,Marina Park,Cecil,COUNTY,CENTRAL,0,0,0,1,1,0,1,1,,0,0,,4, 
yes,1076,Jewel Aleshire,39.6980088150,-75.9735940522,Natural Area 788,88.88690186,McMillan Park,Cecil,COUNTY,CENTRAL,0,0,0,0,1,0,0,0,,0,0,,1,This is not a park. Its actually a sand filtration site
yes,1214,Jewel Aleshire,39.6567165495,-75.7991301208,Natural Area 934,0.05139999837,"Willow Dr, Donated to BOCC by Pettinato Enterprises, LLC",Cecil,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,,,,,3, 
yes,1221,Jewel Aleshire,39.6899305042,-76.0387924562,Picnic 622,17.2954998,Wilson Rd Parks & Rec,Cecil,COUNTY,CENTRAL,1,0,0,1,1,0,1,1,,1,1,,7, 
yes,1299,Samuel Bara-Garcia,39.5476987359,-76.0510828369,Fishing 232,41.17089844,Perryville Community Park,Cecil,COUNTY,CENTRAL,1,0,0,1,1,1,1,1,1,1,1,,9, 
yes,1344,Samuel Bara-Garcia,39.6958446404,-76.0628732856,Picnic 625,0.677537024,Post 194 Ballfields,Cecil,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,,,4, 
yes,1368,Samuel Bara-Garcia,39.6161520688,-76.1274143098,Natural Area 808,31.79599953,property has Program Open Space deed restrictions,Cecil,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1, 
yes,1485,Samuel Bara-Garcia,39.6242552437,-75.9274763481,Picnic 620,4.762650013,Johnnies Field,Cecil,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,,,,0,2, 
yes,1507,Samuel Bara-Garcia,39.5996629973,-75.9526870797,Natural Area 782,0.1760099977,"Nor East, Inc. dredge site",Cecil,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,,,,1, 
yes,1519,Samuel Bara-Garcia,39.5933416190,-75.9456266649,Fishing 234,0.1788969934,North East Community Park,Cecil,COUNTY,CENTRAL,0,0,0,1,1,1,1,1,,1,1,,7, 
yes,1539,Samuel Bara-Garcia,39.5572766507,-76.0782594894,Hunting 78,0.59799999,see restrictions recorded in WAS 360/357 and NDS 181/253,Cecil,COUNTY,CENTRAL,0,0,1,0,0,1,0,0,,,,,2, 
yes,1653,Jan-Michael Archer,39.6163025711,-76.1245019700,Natural Area 807,0.4519000053,Spot N' Rock Park,Cecil,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,,,,4, 
yes,1674,Jan-Michael Archer,39.5250890481,-75.8141607415,Water Recreation 353,1.941640019,Ferry Slip Park,Cecil,COUNTY,CENTRAL,0,0,0,0,0,1,1,0,,,,,2, 
yes,1692,Jan-Michael Archer,39.7017742726,-75.9746184654,Natural Area 954,3.99000001,Fee simple purchase done using program open space monies,Cecil,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,,,,,3, 
yes,1726,Jan-Michael Archer,39.7063836613,-76.0642398719,Trail 760,9.909999847,"Triangle Park, see WLB 1079/75",Cecil,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,,,,,1, 
yes,1738,Jan-Michael Archer,39.6553903064,-75.8020700749,Picnic 626,11.70259953,Fletchwood Community Park,Cecil,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,,,4, 
yes,27,Menna Kassa,38.5210527268,-77.2457113281,Natural Area 1038,0,BEN DOANE AREA,Charles,NRMA,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,346,Coline Bodenreider,38.4533521216,-77.2453008116,Natural Area 1029,0,DOUGLAS POINT AREA,Charles,NRMA,SOUTHERN,1,1,0,0,0,0,0,0,,,,1,3, 
yes,604,Coline Bodenreider,38.5418168153,-77.2242457128,Natural Area 1152,382,CHICAMUXEN WMA,Charles,WMA,SOUTHERN,0,1,1,0,0,0,0,0,,,,1,3, 
yes,612,Coline Bodenreider,38.6166759438,-77.1167944121,Water Recreation 467,829,CHAPMAN SP,Charles,SP,SOUTHERN,1,1,1,1,0,1,0,0,,,,1,6, 
yes,619,Coline Bodenreider,38.4962736894,-77.2052926650,Hunting 139,2117,DONCASTER DEMONSTRATION SF,Charles,SF,SOUTHERN,1,1,1,0,0,0,0,0,,,,1,4, 
yes,730,Jameela Rogers,38.5483019013,-76.8027623508,Fishing 382,3,HUGHSVILLE POND FMA,Charles,FMA,SOUTHERN,0,1,0,1,1,0,0,0,,0,0,1,4,Hughesville is a small community fishing pond with a few benches
yes,905,Jameela Rogers,38.5056890844,-76.6922420585,Natural Area 1043,659,Patuxent River NRMA,Charles,NRMA,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,909,Jameela Rogers,38.4698515427,-77.0185171361,Fishing 344,821,CHAPEL POINT SP,Charles,SP,SOUTHERN,0,1,1,1,0,1,0,0,,,1,1,6, 
yes,915,Jameela Rogers,38.4411063126,-77.0702949708,Natural Area 1134,1914,CEDAR POINT WMA,Charles,WMA,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,916,Jameela Rogers,38.6355782928,-76.8141691693,Fishing 388,2448,CEDARVILLE SF,Charles,SF,SOUTHERN,1,1,1,1,1,1,1,0,,1,1,0,9, 
yes,1020,Jewel Aleshire,38.6360009606,-76.8357403416,Natural Area 1089,257,MANNING HATCHERY FMA,Charles,FMA,SOUTHERN,0,1,0,0,0,0,0,0,,1,1,1,4, 
yes,1051,Jewel Aleshire,38.5859340405,-77.1213042589,Natural Area 1044,1727,MATTAWOMAN NEA,Charles,NEA,SOUTHERN,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,1059,Jewel Aleshire,38.5326913279,-76.6930912202,Natural Area 1025,670,MAXWELL HALL NRMA,Charles,NRMA,SOUTHERN,0,1,0,0,0,0,0,1,,,0,0,2,"*membership required for equestrian riding trails, open fields, a jump course, wooded areas, steep terrain, shoreline, beach rest locations, and a trail course"
yes,1139,Jewel Aleshire,38.5682671169,-77.0723468216,Natural Area 1139,4817,MYRTLE GROVE WMA,Charles,WMA,SOUTHERN,1,1,1,1,0,0,0,1,,,,0,5,"Added a 1 in Hunting and Fishing *Permit required for eight-station firearm shooting range, trap range, and three-station archery range"
yes,1143,Jewel Aleshire,38.4617186094,-77.2659749458,Natural Area 1032,233,NANJEMOY NRMA,Charles,NRMA,SOUTHERN,1,1,1,1,1,1,0,0,1,,,0,7,"Added a 1 in Hunting, Fishing, Water Recreation, and Picnic. Permit required for hunting"
yes,1219,Jewel Aleshire,38.4726414143,-77.2492770891,Natural Area 1033,0,WILSON FARM AREA,Charles,NRMA,SOUTHERN,0,1,0,0,0,0,,,,,,,1,Not sure where the farm is???? I think it's in Nanjemoy WMA but not sure where exactly
yes,1310,Samuel Bara-Garcia,38.5717964337,-76.8963781570,Natural Area 1088,8,PINEY BRANCH BOG HCF,Charles,HCF,SOUTHERN,1,1,0,0,0,0,0,0,0,0,0,1,3,
yes,1374,Samuel Bara-Garcia,38.4299681673,-77.2509905490,Fishing 350,0,PURSE AREA,Charles,SP,SOUTHERN,1,1,1,1,1,0,0,0,,,,1,6, 
yes,1417,Samuel Bara-Garcia,38.3852706213,-77.1755369997,Natural Area 1151,676,RIVERSIDE WMA,Charles,WMA,SOUTHERN,1,1,1,0,0,0,0,0,,,,0,3,Added 1 in Hunting and Trail. Permit required for hunting
yes,1617,Jan-Michael Archer,38.4911512403,-77.1004257355,Natural Area 1116,0,WELCOME FT,Charles,FT,SOUTHERN,0,1,0,0,0,0,0,0,,,,,1,Disrepair.
yes,1643,Jan-Michael Archer,38.4201210302,-76.9363925469,Natural Area 1049,0,ZEKIAH SWAMP NEA,Charles,NEA,SOUTHERN,1,1,0,0,0,0,0,0,,,,,2, 
yes,1862,Jan-Michael Archer,38.5518676021,-77.1849024815,Fishing 339,984,SMALLWOOD SP,Charles,SP,SOUTHERN,1,1,0,1,1,1,1,0,1,1,,0,8,
yes,186,Menna Kassa,38.5146693106,-76.6765062500,Natural Area 525,14.60000038,Benedict Com Pk,Charles,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,0,0,1,4,Added 1 in Fishing. Seems incredibly below average in quality
yes,280,Menna Kassa,38.5020376816,-76.8288124780,Natural Area 523,173,Oak Ridge Park,Charles,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,1,1,1,0,8,"Fee required on weekends. Baseball fields need permit, other fields and equestrian don't"
yes,584,Coline Bodenreider,38.4533009424,-77.1575043721,Fishing 192,139,Friendship Farm,Charles,COUNTY,SOUTHERN,1,1,0,1,1,0,0,1,,,,1,6,equestrian trail included 
yes,592,Coline Bodenreider,38.4596587072,-77.1537813786,Fishing 193,225,Friendship Farm,Charles,COUNTY,SOUTHERN,1,1,0,1,1,0,0,0,,,,1,5, 
